qid,dataset,question,failure_label,secondary_failure_label,rewrite_type,query
korquad2_q_001619,korquad2,브리타니아가 일본을 쳐들어왔던 이유라고 하는 지하자원이 뭐야?,numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,브리타니아 쳐들어왔던 지하자원에 대한 일본 정보는 무엇인가?
korquad2_q_001619,korquad2,브리타니아가 일본을 쳐들어왔던 이유라고 하는 지하자원이 뭐야?,numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 브리타니아 쳐들어왔던 지하자원 / 요구정보: 이유·원인 / 숫자·시간 조건: 일본
korquad2_q_001619,korquad2,브리타니아가 일본을 쳐들어왔던 이유라고 하는 지하자원이 뭐야?,numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,브리타니아 쳐들어왔던 지하자원에서 특정 숫자나 시간 조건에 해당하는 이유·원인를 찾는 검색 질의
korquad2_q_001646,korquad2,말릭 실리는 어떻게 죽었어?,missing_key_term,synthetic_chunk_issue,original,말릭 실리는 어떻게 죽었어?
korquad2_q_001646,korquad2,말릭 실리는 어떻게 죽었어?,missing_key_term,synthetic_chunk_issue,keyword_rewrite,어떻게 죽었어 말릭 실리 방법·과정
korquad2_q_001646,korquad2,말릭 실리는 어떻게 죽었어?,missing_key_term,synthetic_chunk_issue,semantic_rewrite,어떻게 죽었어 말릭와 관련해 필요한 정보인 방법·과정를 명확히 묻는 질문
korquad2_q_001646,korquad2,말릭 실리는 어떻게 죽었어?,missing_key_term,synthetic_chunk_issue,structured_rewrite,대상: 어떻게 죽었어 말릭 / 필요한 정보: 방법·과정 / 조건: 질문에 드러난 핵심 단서
korquad2_q_001646,korquad2,말릭 실리는 어떻게 죽었어?,missing_key_term,synthetic_chunk_issue,llm_rewrite,어떻게 죽었어 말릭의 방법·과정가 드러나는 문서를 찾기 위한 구체적인 검색 질의
korquad2_q_001690,korquad2,1977년 1점 차이로 우승을 한 팀은 어디인가?,numeric_temporal_mismatch,synthetic_chunk_issue,original,1977년 1점 차이로 우승을 한 팀은 어디인가?
korquad2_q_001690,korquad2,1977년 1점 차이로 우승을 한 팀은 어디인가?,numeric_temporal_mismatch,synthetic_chunk_issue,keyword_rewrite,1977년 어디인 1점 차이 우승 팀은
korquad2_q_001690,korquad2,1977년 1점 차이로 우승을 한 팀은 어디인가?,numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,1977년 어디인 1점에 대한 1977년 1점 정보는 무엇인가?
korquad2_q_001690,korquad2,1977년 1점 차이로 우승을 한 팀은 어디인가?,numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 1977년 어디인 1점 / 요구정보: 장소·기관 / 숫자·시간 조건: 1977년 1점
korquad2_q_001690,korquad2,1977년 1점 차이로 우승을 한 팀은 어디인가?,numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,1977년 어디인 1점에서 특정 숫자나 시간 조건에 해당하는 장소·기관를 찾는 검색 질의
korquad2_q_001710,korquad2,유표의 재위기간은 어떻게 되는가?,missing_key_term,synthetic_chunk_issue,original,유표의 재위기간은 어떻게 되는가?
korquad2_q_001710,korquad2,유표의 재위기간은 어떻게 되는가?,missing_key_term,synthetic_chunk_issue,keyword_rewrite,재위기간 어떻게 유표 방법·과정
korquad2_q_001710,korquad2,유표의 재위기간은 어떻게 되는가?,missing_key_term,synthetic_chunk_issue,semantic_rewrite,재위기간 어떻게 유표와 관련해 필요한 정보인 방법·과정를 명확히 묻는 질문
korquad2_q_001710,korquad2,유표의 재위기간은 어떻게 되는가?,missing_key_term,synthetic_chunk_issue,structured_rewrite,대상: 재위기간 어떻게 유표 / 필요한 정보: 방법·과정 / 조건: 질문에 드러난 핵심 단서
korquad2_q_001710,korquad2,유표의 재위기간은 어떻게 되는가?,missing_key_term,synthetic_chunk_issue,llm_rewrite,재위기간 어떻게 유표의 방법·과정가 드러나는 문서를 찾기 위한 구체적인 검색 질의
korquad2_q_001758,korquad2,"1979년, 펜실베니아 주에서 피폭 우려로 주민들을 대피하게 한 원인이 되는 시설은 무엇이었는가?",numeric_temporal_mismatch,synthetic_chunk_issue,original,"1979년, 펜실베니아 주에서 피폭 우려로 주민들을 대피하게 한 원인이 되는 시설은 무엇이었는가?"
korquad2_q_001758,korquad2,"1979년, 펜실베니아 주에서 피폭 우려로 주민들을 대피하게 한 원인이 되는 시설은 무엇이었는가?",numeric_temporal_mismatch,synthetic_chunk_issue,keyword_rewrite,1979년 펜실베니아 무엇이었는 대피하게 주에서 주민들 피폭 우려
korquad2_q_001758,korquad2,"1979년, 펜실베니아 주에서 피폭 우려로 주민들을 대피하게 한 원인이 되는 시설은 무엇이었는가?",numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,1979년 펜실베니아 무엇이었는에 대한 1979년 정보는 무엇인가?
korquad2_q_001758,korquad2,"1979년, 펜실베니아 주에서 피폭 우려로 주민들을 대피하게 한 원인이 되는 시설은 무엇이었는가?",numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 1979년 펜실베니아 무엇이었는 / 요구정보: 이유·원인 / 숫자·시간 조건: 1979년
korquad2_q_001758,korquad2,"1979년, 펜실베니아 주에서 피폭 우려로 주민들을 대피하게 한 원인이 되는 시설은 무엇이었는가?",numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,1979년 펜실베니아 무엇이었는에서 특정 숫자나 시간 조건에 해당하는 이유·원인를 찾는 검색 질의
korquad2_q_001759,korquad2,이수대엽을 다른말로 뭐라고 부를까?,missing_key_term,synthetic_chunk_issue,original,이수대엽을 다른말로 뭐라고 부를까?
korquad2_q_001759,korquad2,이수대엽을 다른말로 뭐라고 부를까?,missing_key_term,synthetic_chunk_issue,keyword_rewrite,이수대엽 다른말 뭐라고 부를까 비교 정보
korquad2_q_001759,korquad2,이수대엽을 다른말로 뭐라고 부를까?,missing_key_term,synthetic_chunk_issue,semantic_rewrite,이수대엽 다른말 뭐라고와 관련해 필요한 정보인 비교 정보를 명확히 묻는 질문
korquad2_q_001759,korquad2,이수대엽을 다른말로 뭐라고 부를까?,missing_key_term,synthetic_chunk_issue,structured_rewrite,대상: 이수대엽 다른말 뭐라고 / 필요한 정보: 비교 정보 / 조건: 질문에 드러난 핵심 단서
korquad2_q_001759,korquad2,이수대엽을 다른말로 뭐라고 부를까?,missing_key_term,synthetic_chunk_issue,llm_rewrite,이수대엽 다른말 뭐라고의 비교 정보가 드러나는 문서를 찾기 위한 구체적인 검색 질의
korquad2_q_001859,korquad2,안동시의 행정 구역은 어떻게 구성되어 있는가?,numeric_temporal_mismatch,synthetic_chunk_issue,original,안동시의 행정 구역은 어떻게 구성되어 있는가?
korquad2_q_001859,korquad2,안동시의 행정 구역은 어떻게 구성되어 있는가?,numeric_temporal_mismatch,synthetic_chunk_issue,keyword_rewrite,구성되어 안동시 어떻게 행정 구역 있는 숫자 시간 조건
korquad2_q_001859,korquad2,안동시의 행정 구역은 어떻게 구성되어 있는가?,numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,구성되어 안동시 어떻게에 대한 숫자 시간 조건 정보는 무엇인가?
korquad2_q_001859,korquad2,안동시의 행정 구역은 어떻게 구성되어 있는가?,numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 구성되어 안동시 어떻게 / 요구정보: 방법·과정 / 숫자·시간 조건: 숫자 시간 조건
korquad2_q_001859,korquad2,안동시의 행정 구역은 어떻게 구성되어 있는가?,numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,구성되어 안동시 어떻게에서 특정 숫자나 시간 조건에 해당하는 방법·과정를 찾는 검색 질의
korquad2_q_001886,korquad2,본관이 의령이며 백제 왕족 부여씨가 기원인 성씨는 무슨 씨야?,lexical_mismatch,synthetic_chunk_issue,original,본관이 의령이며 백제 왕족 부여씨가 기원인 성씨는 무슨 씨야?
korquad2_q_001886,korquad2,본관이 의령이며 백제 왕족 부여씨가 기원인 성씨는 무슨 씨야?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,부여씨 기원인 본관 의령 백제 왕족 성씨 무슨 이유 원인
korquad2_q_001886,korquad2,본관이 의령이며 백제 왕족 부여씨가 기원인 성씨는 무슨 씨야?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,부여씨 기원인 본관에 대해 이유·원인를 찾는 질문
korquad2_q_001886,korquad2,본관이 의령이며 백제 왕족 부여씨가 기원인 성씨는 무슨 씨야?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 부여씨 기원인 본관 / 속성: 이유·원인 / 질문유형: 이유·원인
korquad2_q_001886,korquad2,본관이 의령이며 백제 왕족 부여씨가 기원인 성씨는 무슨 씨야?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,부여씨 기원인 본관 관련 문서에서 이유·원인를 찾기 위한 자연어 검색 질의
korquad2_q_001952,korquad2,맥스웰-볼츠만 분포를 정량적으로 구하는 방법은 무엇을 기초로 하여 만들어낼 수 있는가?,lexical_mismatch,synthetic_chunk_issue,original,맥스웰-볼츠만 분포를 정량적으로 구하는 방법은 무엇을 기초로 하여 만들어낼 수 있는가?
korquad2_q_001952,korquad2,맥스웰-볼츠만 분포를 정량적으로 구하는 방법은 무엇을 기초로 하여 만들어낼 수 있는가?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,만들어낼 맥스웰 정량적 볼츠 분포 구하 방법 기초 과정
korquad2_q_001952,korquad2,맥스웰-볼츠만 분포를 정량적으로 구하는 방법은 무엇을 기초로 하여 만들어낼 수 있는가?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,만들어낼 맥스웰 정량적에 대해 방법·과정를 찾는 질문
korquad2_q_001952,korquad2,맥스웰-볼츠만 분포를 정량적으로 구하는 방법은 무엇을 기초로 하여 만들어낼 수 있는가?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 만들어낼 맥스웰 정량적 / 속성: 방법·과정 / 질문유형: 방법·과정
korquad2_q_001952,korquad2,맥스웰-볼츠만 분포를 정량적으로 구하는 방법은 무엇을 기초로 하여 만들어낼 수 있는가?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,만들어낼 맥스웰 정량적 관련 문서에서 방법·과정를 찾기 위한 자연어 검색 질의
korquad2_q_001994,korquad2,우리나라의 만나이는 어떻게 셀까?,missing_key_term,synthetic_chunk_issue,original,우리나라의 만나이는 어떻게 셀까?
korquad2_q_001994,korquad2,우리나라의 만나이는 어떻게 셀까?,missing_key_term,synthetic_chunk_issue,keyword_rewrite,우리나라 만나이 어떻게 셀까 방법·과정
korquad2_q_001994,korquad2,우리나라의 만나이는 어떻게 셀까?,missing_key_term,synthetic_chunk_issue,semantic_rewrite,우리나라 만나이 어떻게와 관련해 필요한 정보인 방법·과정를 명확히 묻는 질문
korquad2_q_001994,korquad2,우리나라의 만나이는 어떻게 셀까?,missing_key_term,synthetic_chunk_issue,structured_rewrite,대상: 우리나라 만나이 어떻게 / 필요한 정보: 방법·과정 / 조건: 질문에 드러난 핵심 단서
korquad2_q_001994,korquad2,우리나라의 만나이는 어떻게 셀까?,missing_key_term,synthetic_chunk_issue,llm_rewrite,우리나라 만나이 어떻게의 방법·과정가 드러나는 문서를 찾기 위한 구체적인 검색 질의
korquad2_q_001998,korquad2,예맨 대표팀이 월드컵 예선에서 거둔 통산 성적은 어떻게 됩니까?,lexical_mismatch,synthetic_chunk_issue,original,예맨 대표팀이 월드컵 예선에서 거둔 통산 성적은 어떻게 됩니까?
korquad2_q_001998,korquad2,예맨 대표팀이 월드컵 예선에서 거둔 통산 성적은 어떻게 됩니까?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,대표팀 월드컵 어떻게 됩니까 예맨 예선 거둔 통산 방법 과정
korquad2_q_001998,korquad2,예맨 대표팀이 월드컵 예선에서 거둔 통산 성적은 어떻게 됩니까?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,대표팀 월드컵 어떻게에 대해 방법·과정를 찾는 질문
korquad2_q_001998,korquad2,예맨 대표팀이 월드컵 예선에서 거둔 통산 성적은 어떻게 됩니까?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 대표팀 월드컵 어떻게 / 속성: 방법·과정 / 질문유형: 방법·과정
korquad2_q_001998,korquad2,예맨 대표팀이 월드컵 예선에서 거둔 통산 성적은 어떻게 됩니까?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,대표팀 월드컵 어떻게 관련 문서에서 방법·과정를 찾기 위한 자연어 검색 질의
korquad2_q_002017,korquad2,"대한민국 정부가 영국,프랑스와 다른점은?",numeric_temporal_mismatch,synthetic_chunk_issue,original,"대한민국 정부가 영국,프랑스와 다른점은?"
korquad2_q_002017,korquad2,"대한민국 정부가 영국,프랑스와 다른점은?",numeric_temporal_mismatch,synthetic_chunk_issue,keyword_rewrite,대한민국 프랑스 다른점 정부 영국 숫자 시간 조건
korquad2_q_002017,korquad2,"대한민국 정부가 영국,프랑스와 다른점은?",numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,대한민국 프랑스 다른점에 대한 숫자 시간 조건 정보는 무엇인가?
korquad2_q_002017,korquad2,"대한민국 정부가 영국,프랑스와 다른점은?",numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 대한민국 프랑스 다른점 / 요구정보: 비교 정보 / 숫자·시간 조건: 숫자 시간 조건
korquad2_q_002017,korquad2,"대한민국 정부가 영국,프랑스와 다른점은?",numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,대한민국 프랑스 다른점에서 특정 숫자나 시간 조건에 해당하는 비교 정보를 찾는 검색 질의
korquad2_q_002037,korquad2,"공립 학교 구역, 사립 학교, 지역 공동체 대학, 직업 학교에 공통적으로 들어가는 것은?",lexical_mismatch,synthetic_chunk_issue,original,"공립 학교 구역, 사립 학교, 지역 공동체 대학, 직업 학교에 공통적으로 들어가는 것은?"
korquad2_q_002037,korquad2,"공립 학교 구역, 사립 학교, 지역 공동체 대학, 직업 학교에 공통적으로 들어가는 것은?",lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,학교 공동체 공통적 들어가 공립 구역 사립 지역 비교 차이
korquad2_q_002037,korquad2,"공립 학교 구역, 사립 학교, 지역 공동체 대학, 직업 학교에 공통적으로 들어가는 것은?",lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,학교 공동체 공통적에 대해 장소·기관를 찾는 질문
korquad2_q_002037,korquad2,"공립 학교 구역, 사립 학교, 지역 공동체 대학, 직업 학교에 공통적으로 들어가는 것은?",lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 학교 공동체 공통적 / 속성: 장소·기관 / 질문유형: 비교
korquad2_q_002037,korquad2,"공립 학교 구역, 사립 학교, 지역 공동체 대학, 직업 학교에 공통적으로 들어가는 것은?",lexical_mismatch,synthetic_chunk_issue,llm_rewrite,학교 공동체 공통적 관련 문서에서 장소·기관를 찾기 위한 자연어 검색 질의
korquad2_q_002061,korquad2,스코어 보딩 방식과 유사하지만 레지스터 리네이밍을 사용한다는 차이점이 있는 알고리즘 방식은?,lexical_mismatch,synthetic_chunk_issue,original,스코어 보딩 방식과 유사하지만 레지스터 리네이밍을 사용한다는 차이점이 있는 알고리즘 방식은?
korquad2_q_002061,korquad2,스코어 보딩 방식과 유사하지만 레지스터 리네이밍을 사용한다는 차이점이 있는 알고리즘 방식은?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,방식 유사하지 레지스터 리네이밍 사용한다 알고리즘 스코어 차이점 방법 과정
korquad2_q_002061,korquad2,스코어 보딩 방식과 유사하지만 레지스터 리네이밍을 사용한다는 차이점이 있는 알고리즘 방식은?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,방식 유사하지 레지스터에 대해 방법·과정를 찾는 질문
korquad2_q_002061,korquad2,스코어 보딩 방식과 유사하지만 레지스터 리네이밍을 사용한다는 차이점이 있는 알고리즘 방식은?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 방식 유사하지 레지스터 / 속성: 방법·과정 / 질문유형: 방법·과정
korquad2_q_002061,korquad2,스코어 보딩 방식과 유사하지만 레지스터 리네이밍을 사용한다는 차이점이 있는 알고리즘 방식은?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,방식 유사하지 레지스터 관련 문서에서 방법·과정를 찾기 위한 자연어 검색 질의
korquad2_q_002082,korquad2,베트남에 라이따이한들이 탄생한 원인은 무엇입니까?,numeric_temporal_mismatch,synthetic_chunk_issue,original,베트남에 라이따이한들이 탄생한 원인은 무엇입니까?
korquad2_q_002082,korquad2,베트남에 라이따이한들이 탄생한 원인은 무엇입니까?,numeric_temporal_mismatch,synthetic_chunk_issue,keyword_rewrite,라이따이한들 무엇입니까 베트남 탄생한 원인 숫자 시간 조건
korquad2_q_002082,korquad2,베트남에 라이따이한들이 탄생한 원인은 무엇입니까?,numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,라이따이한들 무엇입니까 베트남에 대한 숫자 시간 조건 정보는 무엇인가?
korquad2_q_002082,korquad2,베트남에 라이따이한들이 탄생한 원인은 무엇입니까?,numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 라이따이한들 무엇입니까 베트남 / 요구정보: 이유·원인 / 숫자·시간 조건: 숫자 시간 조건
korquad2_q_002082,korquad2,베트남에 라이따이한들이 탄생한 원인은 무엇입니까?,numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,라이따이한들 무엇입니까 베트남에서 특정 숫자나 시간 조건에 해당하는 이유·원인를 찾는 검색 질의
korquad2_q_002120,korquad2,매가데스의 편집 음반 내용은 어떻게 돼?,numeric_temporal_mismatch,synthetic_chunk_issue,original,매가데스의 편집 음반 내용은 어떻게 돼?
korquad2_q_002120,korquad2,매가데스의 편집 음반 내용은 어떻게 돼?,numeric_temporal_mismatch,synthetic_chunk_issue,keyword_rewrite,매가데스 어떻게 편집 음반 내용 숫자 시간 조건
korquad2_q_002120,korquad2,매가데스의 편집 음반 내용은 어떻게 돼?,numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,매가데스 어떻게 편집에 대한 숫자 시간 조건 정보는 무엇인가?
korquad2_q_002120,korquad2,매가데스의 편집 음반 내용은 어떻게 돼?,numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 매가데스 어떻게 편집 / 요구정보: 방법·과정 / 숫자·시간 조건: 숫자 시간 조건
korquad2_q_002120,korquad2,매가데스의 편집 음반 내용은 어떻게 돼?,numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,매가데스 어떻게 편집에서 특정 숫자나 시간 조건에 해당하는 방법·과정를 찾는 검색 질의
korquad2_q_002173,korquad2,삼국유사에서 서동의 금덩이를 신라 궁중으로 옮긴 사람은 누구지?,lexical_mismatch,synthetic_chunk_issue,original,삼국유사에서 서동의 금덩이를 신라 궁중으로 옮긴 사람은 누구지?
korquad2_q_002173,korquad2,삼국유사에서 서동의 금덩이를 신라 궁중으로 옮긴 사람은 누구지?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,삼국유사 금덩이 누구지 서동 신라 궁중 옮긴 사람 비교 차이
korquad2_q_002173,korquad2,삼국유사에서 서동의 금덩이를 신라 궁중으로 옮긴 사람은 누구지?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,삼국유사 금덩이 누구지에 대해 인물·주체를 찾는 질문
korquad2_q_002173,korquad2,삼국유사에서 서동의 금덩이를 신라 궁중으로 옮긴 사람은 누구지?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 삼국유사 금덩이 누구지 / 속성: 인물·주체 / 질문유형: 비교
korquad2_q_002173,korquad2,삼국유사에서 서동의 금덩이를 신라 궁중으로 옮긴 사람은 누구지?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,삼국유사 금덩이 누구지 관련 문서에서 인물·주체를 찾기 위한 자연어 검색 질의
korquad2_q_002198,korquad2,학술지의 수준을 평가하는 척도 중의 하나로 해당 잡지에 실린 한 논문이 일정 기간 동안 다른 논문들에 의해 몇 번이나 인용되었는지를 나타내는 수치를 무엇이라고 하나요?,lexical_mismatch,synthetic_chunk_issue,original,학술지의 수준을 평가하는 척도 중의 하나로 해당 잡지에 실린 한 논문이 일정 기간 동안 다른 논문들에 의해 몇 번이나 인용되었는지를 나타내는 수치를 무엇이라고 하나요?
korquad2_q_002198,korquad2,학술지의 수준을 평가하는 척도 중의 하나로 해당 잡지에 실린 한 논문이 일정 기간 동안 다른 논문들에 의해 몇 번이나 인용되었는지를 나타내는 수치를 무엇이라고 하나요?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,인용되었는지 학술지 논문들 번이나 나타내 무엇이 하나요 수준 비교 차이
korquad2_q_002198,korquad2,학술지의 수준을 평가하는 척도 중의 하나로 해당 잡지에 실린 한 논문이 일정 기간 동안 다른 논문들에 의해 몇 번이나 인용되었는지를 나타내는 수치를 무엇이라고 하나요?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,인용되었는지 학술지 논문들에 대해 숫자·연도 정보를 찾는 질문
korquad2_q_002198,korquad2,학술지의 수준을 평가하는 척도 중의 하나로 해당 잡지에 실린 한 논문이 일정 기간 동안 다른 논문들에 의해 몇 번이나 인용되었는지를 나타내는 수치를 무엇이라고 하나요?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 인용되었는지 학술지 논문들 / 속성: 숫자·연도 정보 / 질문유형: 비교
korquad2_q_002198,korquad2,학술지의 수준을 평가하는 척도 중의 하나로 해당 잡지에 실린 한 논문이 일정 기간 동안 다른 논문들에 의해 몇 번이나 인용되었는지를 나타내는 수치를 무엇이라고 하나요?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,인용되었는지 학술지 논문들 관련 문서에서 숫자·연도 정보를 찾기 위한 자연어 검색 질의
korquad2_q_002212,korquad2,2010년 2NE1의 각 차트별 노래 순위는 어떻게 될까?,lexical_mismatch,synthetic_chunk_issue,original,2010년 2NE1의 각 차트별 노래 순위는 어떻게 될까?
korquad2_q_002212,korquad2,2010년 2NE1의 각 차트별 노래 순위는 어떻게 될까?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,2010년 2ne1 차트별 어떻게 노래 순위 될까 방법 과정
korquad2_q_002212,korquad2,2010년 2NE1의 각 차트별 노래 순위는 어떻게 될까?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,2010년 2ne1 차트별에 대해 방법·과정를 찾는 질문
korquad2_q_002212,korquad2,2010년 2NE1의 각 차트별 노래 순위는 어떻게 될까?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 2010년 2ne1 차트별 / 속성: 방법·과정 / 질문유형: 방법·과정
korquad2_q_002212,korquad2,2010년 2NE1의 각 차트별 노래 순위는 어떻게 될까?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,2010년 2ne1 차트별 관련 문서에서 방법·과정를 찾기 위한 자연어 검색 질의
korquad2_q_002288,korquad2,글자가 없는 비석을 뜻하는 용어는?,missing_key_term,synthetic_chunk_issue,original,글자가 없는 비석을 뜻하는 용어는?
korquad2_q_002288,korquad2,글자가 없는 비석을 뜻하는 용어는?,missing_key_term,synthetic_chunk_issue,keyword_rewrite,글자 없는 비석 뜻하 용어 정의·의미
korquad2_q_002288,korquad2,글자가 없는 비석을 뜻하는 용어는?,missing_key_term,synthetic_chunk_issue,semantic_rewrite,글자 없는 비석와 관련해 필요한 정보인 정의·의미를 명확히 묻는 질문
korquad2_q_002288,korquad2,글자가 없는 비석을 뜻하는 용어는?,missing_key_term,synthetic_chunk_issue,structured_rewrite,대상: 글자 없는 비석 / 필요한 정보: 정의·의미 / 조건: 질문에 드러난 핵심 단서
korquad2_q_002288,korquad2,글자가 없는 비석을 뜻하는 용어는?,missing_key_term,synthetic_chunk_issue,llm_rewrite,글자 없는 비석의 정의·의미가 드러나는 문서를 찾기 위한 구체적인 검색 질의
korquad2_q_002327,korquad2,한쪽에서 DWR을 보내면 다른쪽은 어떻게 응답해야할까?,lexical_mismatch,synthetic_chunk_issue,original,한쪽에서 DWR을 보내면 다른쪽은 어떻게 응답해야할까?
korquad2_q_002327,korquad2,한쪽에서 DWR을 보내면 다른쪽은 어떻게 응답해야할까?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,응답해야할까 dwr 보내면 다른쪽 어떻게 한쪽 방법 과정
korquad2_q_002327,korquad2,한쪽에서 DWR을 보내면 다른쪽은 어떻게 응답해야할까?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,응답해야할까 dwr 보내면에 대해 방법·과정를 찾는 질문
korquad2_q_002327,korquad2,한쪽에서 DWR을 보내면 다른쪽은 어떻게 응답해야할까?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 응답해야할까 dwr 보내면 / 속성: 방법·과정 / 질문유형: 방법·과정
korquad2_q_002327,korquad2,한쪽에서 DWR을 보내면 다른쪽은 어떻게 응답해야할까?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,응답해야할까 dwr 보내면 관련 문서에서 방법·과정를 찾기 위한 자연어 검색 질의
korquad2_q_002355,korquad2,우즈베키스탄과 바레인의 최종 경기 기록은 어떻게 될까?,numeric_temporal_mismatch,synthetic_chunk_issue,original,우즈베키스탄과 바레인의 최종 경기 기록은 어떻게 될까?
korquad2_q_002355,korquad2,우즈베키스탄과 바레인의 최종 경기 기록은 어떻게 될까?,numeric_temporal_mismatch,synthetic_chunk_issue,keyword_rewrite,우즈베키스탄 바레인 어떻게 최종 경기 기록 될까 숫자 시간 조건
korquad2_q_002355,korquad2,우즈베키스탄과 바레인의 최종 경기 기록은 어떻게 될까?,numeric_temporal_mismatch,synthetic_chunk_issue,semantic_rewrite,우즈베키스탄 바레인 어떻게에 대한 숫자 시간 조건 정보는 무엇인가?
korquad2_q_002355,korquad2,우즈베키스탄과 바레인의 최종 경기 기록은 어떻게 될까?,numeric_temporal_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 우즈베키스탄 바레인 어떻게 / 요구정보: 방법·과정 / 숫자·시간 조건: 숫자 시간 조건
korquad2_q_002355,korquad2,우즈베키스탄과 바레인의 최종 경기 기록은 어떻게 될까?,numeric_temporal_mismatch,synthetic_chunk_issue,llm_rewrite,우즈베키스탄 바레인 어떻게에서 특정 숫자나 시간 조건에 해당하는 방법·과정를 찾는 검색 질의
korquad2_q_002448,korquad2,달이 형성 과정에 대한 여러 가설 중 어떤 가설이 가장 잘 받아들여지고 있어?,lexical_mismatch,synthetic_chunk_issue,original,달이 형성 과정에 대한 여러 가설 중 어떤 가설이 가장 잘 받아들여지고 있어?
korquad2_q_002448,korquad2,달이 형성 과정에 대한 여러 가설 중 어떤 가설이 가장 잘 받아들여지고 있어?,lexical_mismatch,synthetic_chunk_issue,keyword_rewrite,가설 받아들여지고 달이 형성 과정 대한 여러 가장 방법
korquad2_q_002448,korquad2,달이 형성 과정에 대한 여러 가설 중 어떤 가설이 가장 잘 받아들여지고 있어?,lexical_mismatch,synthetic_chunk_issue,semantic_rewrite,가설 받아들여지고 달이에 대해 방법·과정를 찾는 질문
korquad2_q_002448,korquad2,달이 형성 과정에 대한 여러 가설 중 어떤 가설이 가장 잘 받아들여지고 있어?,lexical_mismatch,synthetic_chunk_issue,structured_rewrite,대상: 가설 받아들여지고 달이 / 속성: 방법·과정 / 질문유형: 방법·과정
korquad2_q_002448,korquad2,달이 형성 과정에 대한 여러 가설 중 어떤 가설이 가장 잘 받아들여지고 있어?,lexical_mismatch,synthetic_chunk_issue,llm_rewrite,가설 받아들여지고 달이 관련 문서에서 방법·과정를 찾기 위한 자연어 검색 질의
